data_type,collector,purpose,text
UNSPECIFIED_DATA,ad exchange,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
UNSPECIFIED_DATA,analytic provider,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
UNSPECIFIED_DATA,social media,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
UNSPECIFIED_DATA,we,"advertising, legal, security","If you visit our Website, use our App, or receive email communications from us, then this privacy policy (""Privacy Policy"") applies to you (as a ""Customer"") and describes how we collect, use, and disclose your information.
To verify your identity, we may require you to provide government identification, give a declaration as to your identity under penalty of perjury, and/or provide additional information, where permitted by law.
We collect information that your browser sends whenever you visit our Sites, use our App, or engage with one of our customers through our Services (""Log Data"").
We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications.
We may use your information to contact you with newsletters, marketing or promotional materials, and other information that may interest you.
We will only process your personal information when: We need to process your data to comply with our legal obligations.
When you access our Sites or Services via a mobile device, we also collect information such as the following: the type of mobile device you use, your mobile device's unique device ID, the IP address of your mobile device, your mobile operating system, the type of mobile Internet browser you use, and your general location information, as described further below."
account information,we,"advertising, legal, security","For example, we retain our customers' account information for as long as their accounts are active and a reasonable period thereafter in case a customer decides to re-activate our Services."
aggregate / deidentified / pseudonymized information,we,"advertising, legal, security, services",We may retain aggregated and de-identified data to continue to develop and improve our Services.
auditor,professional advisor,,"We may disclose personal information in the following ways: Professional advisors - We may disclose personal information to professional advisors, such as lawyers, auditors, bankers, and insurers, where necessary in the course of the professional services that they render to us."
banker,professional advisor,,"We may disclose personal information in the following ways: Professional advisors - We may disclose personal information to professional advisors, such as lawyers, auditors, bankers, and insurers, where necessary in the course of the professional services that they render to us."
browser type,ad exchange,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
browser type,analytic provider,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
browser type,social media,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
communication datum,we,"advertising, legal, security, services, analytics","We may ask you to provide us with certain information, such as: Communications data ,  based on our exchanges with you, including when you contact us through the Sites or Services, social media, or otherwise."
cookie / pixel tag,Google,,Google Analytics uses its own cookies.
cookie / pixel tag,Impact,analytics,"Functional Cookies
This cookie is used for diagnostic purposes by Impact Radius, a service used to track sign-up commissions for our affiliate program."
cookie / pixel tag,ad exchange,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
cookie / pixel tag,analytic provider,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
