data_type,collector,purpose,text
UNSPECIFIED_DATA,we,"legal, security","We may log information using ""cookies.""
We may share personal information as follows: We may share information in an emergency.
We may share personal information as follows: We may share information to comply with laws.
We may share personal information as follows: We may share information to protect the rights and property of Ox, our agents, customers, and others.
We may share personal information as follows: We may share information to respond to lawful requests and legal processes.
We may share personal information as follows: We may share information with those who need it to do work for us."
access time,we,"legal, security","For example, when visiting our Site, we log your computer operating system type, browser type, browser language, the website you visited before browsing to our Site, pages you viewed, how long you spent on a page, access times and information about your use of and actions on our Site."
aggregate / deidentified / pseudonymized information,we,"legal, security",We may also share aggregated and/or anonymized data with others for their own uses.
browser language,we,"legal, security","For example, when visiting our Site, we log your computer operating system type, browser type, browser language, the website you visited before browsing to our Site, pages you viewed, how long you spent on a page, access times and information about your use of and actions on our Site."
browser type,we,"legal, security","For example, when visiting our Site, we log your computer operating system type, browser type, browser language, the website you visited before browsing to our Site, pages you viewed, how long you spent on a page, access times and information about your use of and actions on our Site."
computer operating system type,we,"legal, security","For example, when visiting our Site, we log your computer operating system type, browser type, browser language, the website you visited before browsing to our Site, pages you viewed, how long you spent on a page, access times and information about your use of and actions on our Site."
cookie / pixel tag,we,"legal, security, services",We may use both session Cookies (which expire once you close your web browser) and persistent Cookies (which stay on your computer until you delete them) to provide you with a more personal and interactive experience on our Site.
email address,we,"legal, security, services","We may collect your name, postal address, email address, phone number, fax number, username, password, demographic information (such as your gender and occupation) as well as other information you directly give us on our Site."
information about use of on site,we,"legal, security, services","For example, when visiting our Site, we log your computer operating system type, browser type, browser language, the website you visited before browsing to our Site, pages you viewed, how long you spent on a page, access times and information about your use of and actions on our Site."
information about you,we,"legal, security, services","We automatically log information about you and your computer.
We may get information about you from other sources."
information you give we on site,we,"legal, security, services","We may collect your name, postal address, email address, phone number, fax number, username, password, demographic information (such as your gender and occupation) as well as other information you directly give us on our Site."
password,we,"legal, security, services","We may collect your name, postal address, email address, phone number, fax number, username, password, demographic information (such as your gender and occupation) as well as other information you directly give us on our Site."
person name,we,"legal, security, services","We may collect your name, postal address, email address, phone number, fax number, username, password, demographic information (such as your gender and occupation) as well as other information you directly give us on our Site."
personal information,we,"legal, security, services, advertising, analytics","For example, you may let us share personal information with others for their own marketing uses.
This includes how we gather and respect personal information.
We may share personal information as follows: We may share personal information for legal, protection, and safety purposes.
We may share personal information as follows: We may share personal information when we do a business deal, or negotiate a business deal, involving the sale or transfer of all or a part of our business or assets.
We may share personal information as follows: We may share personal information with your consent.
We use your personal information as follows: We use your personal information to communicate about promotions, upcoming events, and other news about products and services offered by us and our selected partners.
We use your personal information as follows: We use your personal information to link or combine user information with other personal information.
We use your personal information as follows: We use your personal information to operate, maintain, and improve our sites, products, and services.
We use your personal information as follows: We use your personal information to process and deliver contest entries and rewards.
We use your personal information as follows: We use your personal information to protect, investigate, and deter against fraudulent, unauthorized, or illegal activity.
We use your personal information as follows: We use your personal information to provide and deliver products and services customers request.
We use your personal information as follows: We use your personal information to respond to comments and questions and provide customer service.
We use your personal information as follows: We use your personal information to send information including confirmations, invoices, technical notices, updates, security alerts, and support and administrative messages."
personal information of consumer user of website,ox,,"This privacy policy (""Policy"") describes how Ox and its related companies (""Company"") collect, use and share personal information of consumer users of this website, getox.ai, and our mobile device-enabled website and mobile application (the ""Site"")."
personal information of consumer user of website,related company,,"This privacy policy (""Policy"") describes how Ox and its related companies (""Company"") collect, use and share personal information of consumer users of this website, getox.ai, and our mobile device-enabled website and mobile application (the ""Site"")."
personal information of consumer user of website,we,"legal, security, services, advertising, analytics","This privacy policy (""Policy"") describes how Ox and its related companies (""Company"") collect, use and share personal information of consumer users of this website, getox.ai, and our mobile device-enabled website and mobile application (the ""Site"")."
phone number,we,"legal, security, services, advertising, analytics","We may collect your name, postal address, email address, phone number, fax number, username, password, demographic information (such as your gender and occupation) as well as other information you directly give us on our Site."
postal address,we,"legal, security, services, advertising, analytics","We may collect your name, postal address, email address, phone number, fax number, username, password, demographic information (such as your gender and occupation) as well as other information you directly give us on our Site."
username,we,"legal, security, services, advertising, analytics","We may collect your name, postal address, email address, phone number, fax number, username, password, demographic information (such as your gender and occupation) as well as other information you directly give us on our Site."
