data_type,collector,purpose,text
UNSPECIFIED_DATA,UNSPECIFIED_ACTOR,,We share information with third party service providers who have been appointed as data processors to perform functions and services on our behalf and who are provided only with information necessary to perform the services.
UNSPECIFIED_DATA,we,"advertising, analytics, services","Depending on your relationship with us, we collect information in the following ways:
This Privacy Statement explains how we collect and handle information in connection with our Services and outlines your choices regarding our collection, retention, and processing of your information.
Visier Privacy Statement

How Long We Keep Information For
Visier Privacy Statement

How We Share and Disclose Information
We collect information when you visit and use our website, products and services, or otherwise interact with us.
We receive other information when you submit content to our Sites (e.g. contact us), when you download our newsletters, when you indicate that you would like to receive any of our Services, when you visit our offices, when you speak to us over the phone, when you participate in surveys or focus groups, when you provide a testimonial, and when you interact with our branded social media accounts.
We share information in the following ways:
We share information with third party service providers who have been appointed as data processors to perform functions and services on our behalf and who are provided only with information necessary to perform the services.
We share information within the Visier group of companies for purposes of data processing and storage.
We use information to manage our events, track attendance, and obtain feedback to improve future events.
We use this information to update and analyze our records, identify new customers and create tailored marketing communications.
We use tools such as cookies, web beacons and similar technologies to automatically collect information from your computer or mobile device as you navigate through or use our Services.
We use your information to contact you for invoicing, account management and to keep track of billing and payments.
When you download and use our Services, we automatically collect information on the type of device you use, operating system version, and the device identifier (or ""UDID"")."
address of web page visit,we,"advertising, analytics, services","Our servers collect information when you access or use our Sites and record it in log files.
This information includes IP address, the address of the web page visited, browser type and settings, operating system, login date and time stamp, information about browser configuration and plugins, language preferences, and cookie information."
billing information,we,"advertising, analytics, services","We may collect billing information when you register for our events, when you register for training, or when making purchases on our Sites."
browser configuration,we,"advertising, analytics, services","Our servers collect information when you access or use our Sites and record it in log files.
This information includes IP address, the address of the web page visited, browser type and settings, operating system, login date and time stamp, information about browser configuration and plugins, language preferences, and cookie information."
browser type,we,"advertising, analytics, services","Our servers collect information when you access or use our Sites and record it in log files.
This information includes IP address, the address of the web page visited, browser type and settings, operating system, login date and time stamp, information about browser configuration and plugins, language preferences, and cookie information.
We collect data from the device you use to access our Services such as IP address and browser type."
cctv footage,we,"advertising, analytics, services, security","We use contact details, identification information and CCTV footage for safety and security of Visier guests, staff and premises and login credentials for access to our network and digital assets."
contact information,we,"advertising, analytics, services, security","We use contact details for the purpose of providing training and education for our customers and partners.
We use contact details, comments and feedback to engage with our customers and partners in online forums and for conducting customer satisfaction, industry research, and post-training surveys.
We use contact details, identification information and CCTV footage for safety and security of Visier guests, staff and premises and login credentials for access to our network and digital assets.
We use contact information to send you marketing and promotional communications or other Visier news that may be of interest to you."
cookie / pixel tag,we,"advertising, analytics, services, security","Our servers collect information when you access or use our Sites and record it in log files.
This information includes IP address, the address of the web page visited, browser type and settings, operating system, login date and time stamp, information about browser configuration and plugins, language preferences, and cookie information.
We use both session-based and persistent cookies on our Sites."
customer data,company help,,"As part of the services we provide to our customers, we may transfer their Customer Data (which may contain your information) to companies that help us provide our services."
customer data,customer,services,Customers routinely provide Customer Data for processing in connection with our Service Platform.
customer data,visier,,Visier retains Customer Data according to the timeframes set forth in the Subscription Agreement or as otherwise authorized by our customers.
customer data,we,"advertising, analytics, services, security","As part of the services we provide to our customers, we may transfer their Customer Data (which may contain your information) to companies that help us provide our services.
We process Customer Data in our Service Platform under the direction of our customers."
email address,we,"advertising, analytics, services, security","We collect your information such as name, email address and phone number when you register for our events, forums, or webinars."
feedback,we,"advertising, analytics, services, security","We use contact details, comments and feedback to engage with our customers and partners in online forums and for conducting customer satisfaction, industry research, and post-training surveys."
feedback improve future event,we,"advertising, analytics, services, security","We use information to manage our events, track attendance, and obtain feedback to improve future events."
identification information,we,"advertising, analytics, services, security","We use contact details, identification information and CCTV footage for safety and security of Visier guests, staff and premises and login credentials for access to our network and digital assets."
information about you,we,"advertising, analytics, services, security","We collect information about you from other sources, including third party providers of business contact information from whom we have purchased information, and combine this information with information provided by you."
information as you use application,analytic provider,,"This software may record information such as how often you use the application, the events that occur within the application, usage, performance data, and where the application was downloaded from.
We use mobile analytics software to allow us to better understand the functionality of our Apps."
information describe in section,we,"advertising, analytics, services, security","If you choose to login this way, we collect the information described in the section Third Party Social Media Login Process below."
information in connection with job application,we,"advertising, analytics, services, security",You may provide us with information in connection with a job application or inquiry.
information in connection with use of service platform by individual user,we,"advertising, analytics, services, security",We collect information in connection with the use of the Service Platform by individual users.
