data_type,collector,purpose,text
UNSPECIFIED_DATA,we,,"We take your privacy extremely seriously and would like to describe how we collect, use and protect your information when you access our websites, products, services and applications (collectively, the ""Services"")."
browser type,analytic provider,,"We use third party analytics services in order to better understand user engagement with the Services.
When a user browses or uses the Services, these third party analytics services may collect the user's IP address, browser type, and approximate location (based on the IP address)."
browsing / search history,we,,"Through cookies we place on your browser or device, we may collect information about your online activity after you leave our Services."
coarse geolocation,analytic provider,,"We use third party analytics services in order to better understand user engagement with the Services.
When a user browses or uses the Services, these third party analytics services may collect the user's IP address, browser type, and approximate location (based on the IP address)."
confirmation,we,,"Also, we may receive a confirmation when you open an email from us."
cookie / pixel tag,we,,"They may also use web logs or web beacons and may set and access cookies on your computer or other device.
When a user browses or uses the Services, these third party analytics services may collect the user's IP address, browser type, and approximate location (based on the IP address).
Whenever you interact with our Services, we automatically receive and record information on our server logs from your browser or device, which may include your IP address, ""cookie"" information, the type of browser and/or device you're using to access our Services, and the page or feature you requested."
email address,UNSPECIFIED_ACTOR,analytics,"In order to refine our understanding of user engagement, we provide these services with a user's name and email address (which we collected as part of the user's account registration process)."
email address,we,analytics,"In order to refine our understanding of user engagement, we provide these services with a user's name and email address (which we collected as part of the user's account registration process).
When you schedule a meeting using the Services we collect the recipients' name and email address so that we can display that information in the meeting invite, store it to enable some of the Services and for debugging purposes."
information about credential store in third party service,we,"analytics, services","To provide integration functionality with third party services like Microsoft, Google, Zoom, etc, we may collect and store information about your credentials, configuration settings and other metadata that is stored in the third party services."
information you provide to we,we,"analytics, services",We receive and store any information you knowingly provide to us.
internet activity,we,"analytics, services","Through cookies we place on your browser or device, we may collect information about your online activity after you leave our Services."
ip address,analytic provider,,"We use third party analytics services in order to better understand user engagement with the Services.
When a user browses or uses the Services, these third party analytics services may collect the user's IP address, browser type, and approximate location (based on the IP address)."
ip address,we,"analytics, services","Whenever you interact with our Services, we automatically receive and record information on our server logs from your browser or device, which may include your IP address, ""cookie"" information, the type of browser and/or device you're using to access our Services, and the page or feature you requested."
person name,UNSPECIFIED_ACTOR,analytics,"In order to refine our understanding of user engagement, we provide these services with a user's name and email address (which we collected as part of the user's account registration process)."
person name,we,"analytics, services","In order to refine our understanding of user engagement, we provide these services with a user's name and email address (which we collected as part of the user's account registration process).
When you schedule a meeting using the Services we collect the recipients' name and email address so that we can display that information in the meeting invite, store it to enable some of the Services and for debugging purposes."
personal information,UNSPECIFIED_ACTOR,"analytics, services","However, we may share your Personal Information with third parties as described in this section:
In certain cases, we may also share some Personal Information with third parties, but only as described below.
We employ other companies and people to perform tasks on our behalf and need to share your information with them, including in some cases the Personal Information you have provided to us, in order to make the Services available to you."
personal information,gambari olivier,,"privacy policy

Does Oliv Share Personal Information?"
personal information,we,"analytics, services","However, we may share your Personal Information with third parties as described in this section:
In addition, we collect Personal Information you submit to us, for example by completing a form on https://oliv.ai.
In certain cases, we may also share some Personal Information with third parties, but only as described below.
We gather various types of Personal Information from our users, as explained in more detail below, and we use this Personal Information in order to make our Services available to you, to contact you, and to better understand how you use the Services.
We neither rent nor sell your Personal Information to anyone."
preference on browser,we,"analytics, services","We may use this data to customize content for you that we think you might like, based on your usage patterns, and generally to improve the Services.
You may be able to change the preferences on your browser or device to prevent or limit your device's acceptance of cookies, but this may prevent you from taking advantage of some of our features."
web log,we,"analytics, services","They may also use web logs or web beacons and may set and access cookies on your computer or other device.
When a user browses or uses the Services, these third party analytics services may collect the user's IP address, browser type, and approximate location (based on the IP address)."
