data_type,collector,purpose,text
UNSPECIFIED_DATA,UNSPECIFIED_ACTOR,,We may share information with third parties in the ways and for the purposes described above.
UNSPECIFIED_DATA,advertiser,advertising,"These ad services may track your online activities over time by collecting information through automated means, including through the use of the automated technologies described above, and they may use this information, and other information they receive from us or other sources, to deliver advertisements to you."
UNSPECIFIED_DATA,service provider,,"In particular, we may provide your Data to service providers or suppliers as part of our normal business operations."
UNSPECIFIED_DATA,supplier,,"In particular, we may provide your Data to service providers or suppliers as part of our normal business operations."
UNSPECIFIED_DATA,we,"advertising, analytics, security, services","3. What information we collect
In particular, we may provide your Data to service providers or suppliers as part of our normal business operations.
Our B2B Database relies on Data retrieved or derived from information from the following sources: Google and Microsoft: Where OpenQ End Users provide us access to their account, for the purposes of creating and modifying calendar invites , we obtain data using Google's or Microsoft's APIs.
Our B2B Database relies on Data retrieved or derived from information from the following sources: Zoom : When OpenQ End Users provide us access to their Zoom account, for the purposes of creating and modifying Zoom meetings, we obtain data using Zoom APIs.
We collect Data directly from OpenQ End Users where they interact with us, for example, when End Users create an account, using our Services, contact us via our website or support channels.
We may share information with third parties in the ways and for the purposes described above.
We may use this data for several purposes, including, but not limited to:
Within OpenQ and it's Payment Partner : We may share your information within OpenQ."
contact information,openq,"analytics, security, services","In this event, OpenQ may use such Contact Data to identify potential contacts to supplement the Service and retrieve such data from other sources, verifying the accuracy of Business Contacts, removing out-of-date Business Contacts from the Services, or otherwise improving OpenQ's platform and the content provided by its Services.
In using OpenQ's Integrations, Contact Data from End Users' browser plug-in or other software may be transmitted to OpenQ to augment, match or cleanse a customer's data against OpenQ's B2B database."
contact information,we,"advertising, analytics, security, services","Our B2B Database relies on Data retrieved or derived from information from the following sources: Our affiliates: We may receive contact details from affiliates, i.e. subsidiaries, parent companies, joint ventures, and other corporate entities under common ownership.
Our B2B Database relies on Data retrieved or derived from information from the following sources: Third parties: We may rely on business partners to collect Company and Contact Information.
We use this information to ensure that the Data we use and/or share with Licensees is clean, relevant and of the highest standard."
cookie / pixel tag,UNSPECIFIED_ACTOR,,"We and third-party vendors may use first-party cookies and third-party cookies together, and other automated technologies, and in some cases additional information, (i) to inform, optimize, and serve ads based on past visits to the Service or other factors and (ii) to report how ad impressions, other uses of ad services, and interactions with these ad impressions and ad services are related to visits to the Service or other factors."
cookie / pixel tag,we,"advertising, analytics, security, services","We and third-party vendors may use first-party cookies and third-party cookies together, and other automated technologies, and in some cases additional information, (i) to inform, optimize, and serve ads based on past visits to the Service or other factors and (ii) to report how ad impressions, other uses of ad services, and interactions with these ad impressions and ad services are related to visits to the Service or other factors."
datum relate to openq contact,we,"advertising, analytics, security, services","We collect and process Data relating to OpenQ Contacts, End Users, and Visitors."
in case information,UNSPECIFIED_ACTOR,,"We and third-party vendors may use first-party cookies and third-party cookies together, and other automated technologies, and in some cases additional information, (i) to inform, optimize, and serve ads based on past visits to the Service or other factors and (ii) to report how ad impressions, other uses of ad services, and interactions with these ad impressions and ad services are related to visits to the Service or other factors."
in case information,we,"advertising, analytics, security, services","We and third-party vendors may use first-party cookies and third-party cookies together, and other automated technologies, and in some cases additional information, (i) to inform, optimize, and serve ads based on past visits to the Service or other factors and (ii) to report how ad impressions, other uses of ad services, and interactions with these ad impressions and ad services are related to visits to the Service or other factors."
information from source,we,"advertising, analytics, security, services","Our B2B Database relies on Data retrieved or derived from information from the following sources:
We use this information to ensure that the Data we use and/or share with Licensees is clean, relevant and of the highest standard."
information we collect,we,"advertising, analytics, security, services",We may use information we collect in the ways and for the purposes described below in this section.
payment information,Stripe,,"If you pay by using a credit card, our service provider Stripe Inc. processes your payment information, and OpenQ does not have direct access to it."
payment information,service provider,,"If you pay by using a credit card, our service provider Stripe Inc. processes your payment information, and OpenQ does not have direct access to it."
personal datum relate to you,openq,"analytics, security, services","OpenQ may collect, use or otherwise process personal data relating to you if you are:"
personal information,openq,"analytics, security, services",OpenQ processes personal data as a processor on behalf of our Licensees.
personal information,we,"advertising, analytics, security, services, legal","Legal Basis for Processing Personal Data: Legal Compliance: We may process personal data to comply with legal mandates, resolve disputes, and enforce our contractual agreements.
We process personal data as needed to fulfill our contractual obligations to our clients, encompassing the provision of the OpenQ platform and services.
We process personal data in accordance with our legitimate interests which include, but are not limited to, improving and optimizing our platform, enhancing user experience, ensuring the security of our services, and for marketing endeavors."
service information,we,"advertising, analytics, security, services, legal","We also may use the Service or Website Information to (1) to try to keep the Service safe, and to (2) investigate, prevent, or take action regarding unlawful or harmful activities, including potential threats to the physical safety of a person, potential fraud, and violations of our Terms of Service."
